domain,is_dga
vulkan-stavka.ru,0
lgknhorh4twvs8q.ru,1
fehrqy.nrw,1
katitas.jp,0
uakdmpm.ru,1
vyptq.ru,1
tqn.es,0
makler74.ru,0
bemmpddo.co,1
loewenbrauerei-hall.de,0
dealerinfluence.com,0
catalyst2.com,0
tinnhanthuonghieu.vn,0
eb2raa2gtb3wcz.com,1
mrynjefy.de,0
rrmwwntibbk.net,1
kknw5in.ru,0
d3olawsovupc2pscjp.ru,1
10net.net,0
y5bol.com,0
qyjy2ukrhzt.com,1
guovp.es,0
portaldelcomerciante.com,0
fix-up48.ru,0
erqdcjqcjthyks.com,1
doktor-kartavenko24.ru,0
up-x12.ru,0
pattlosmisrbhc.ru,0
wryx8lpqxfvf7p-p.com,1
xemrxg.com,1
1win1031-space.ru,0
agr.ru,0
x8z-ta5npbxhrl4w0qhpapiv6nq.ru,1
lrbtwyym.ru,1
visiongame.ru,0
kri-vavada-igrat.ru,0
thiccorganics.com,0
sbornik-music.ru,0
mql20i4ih.co.nz,1
st9-mz4.ru,0
sykaaa-casinos.ru,0
ksxgc66zuak.info,1
jrailpass.com,0
get-x-casino-games.ru,0
drgn-money-amp6.ru,0
dchm4vukvaq0.ru,1
ordinarytraveler.com,0
igrat-casinovulkan.site,0
123mc.com,0
ufbxflmnj.ru,1
mnogotovarov.ru,0
vambuket71.ru,0
px8eqihzz1f.ru,1
md210.in,0
tffytjckdszlk.ru,1
ggbetious.com,1
nngzuo8.ru,1
topvkusniashki.ru,0
rbmosqgyysu.com,1
promocod-pokerdom.ru,0
gikdng5hbyh6.ru,1
akb.ru,0
o4vqpim6h.ru,1
dljdtth.com,1
bsssdpruqo.ru,1
ywzwq.ai,1
gtmhx.de,0
farmandhomesupply.com,0
xitfilms.ru,0
opum73pf5pndj3.com,1
vulkanplatinumkazino.ru,0
slbgroup.ru,0
itm6c9-uvs628iqe-.org,0
y4mlx.cn,0
iu6gr-7cowue.ru,0
shishkinofficial.ru,0
u7nzmdkcygar.ru,1
exnode.ru,0
s1pnybm.it,0
servicepipe.ru,0
1xslotos.ru,0
kkc06.tech,0
goldfishka206.ru,0
wn5c1sw6fme.ru,1
ppmenmz.pl,0
fkr-oazcrsza7r.buzz,0
ntcrvocrs12-6.ru,0
wodidashi.com,0
legal-vsem-prava.ru,0
jbz4ys4o.ru,0
bitcoinira.com,0
dl.fi,0
a290.ru,0
acxrmy.online,0
wrhy4k4h67.com,1
loveflowers.ru,0
zephyrzodiac.top,0
ysuhkw.de,1
reefs.com,0
avetnur.ru,0
vulkanzercaloslot.ru,0
moscow-shiny.ru,0
hsn.name,0
playfortuna-7-7-7.com.ru,0
m89dlnnwsgkkvu9.de,1
teamworksapp.com,0
gsq16qfj46az7-s.ru,1
xrguaz.ru,1
amd2s1djthgiw1.click,1
2x2tv.ru,0
gxyo79tetaexe.ru,1
nwtum3jua7.com,1
rndltbgsgo.ru,1
joycasino444.ru,0
gsivi333tlgw.com,1
helixrust.gg,0
vjdmdkr.com,1
obmhlzbbw.website,1
salezbrokerbuyer.com,0
n1oyikzyt.one,1
rapeinporn.com,0
storezily.com,0
xt19.ru,0
apteka85.ru,0
myredlitly.com,0
styleshe.ru,0
nqh946odsa0r4siv2sz5l9.com,1
hstn.me,0
rzdlog.ru,0
z8xdmtnqtji0lhfjrir8.ru,1
j7bpcz55urco.ru,0
prof-medikc.ru,0
sutekicookan.com,0
achxf.com,0
agroresurs-ltd.ru,0
ihahabags.ru,0
ccgmb.com,0
bixyhzlryyd.ru,1
ezysirfvq0py.ru,1
ez6c-fgidi2qjt.ru,0
findlingonline.de,0
videosporno.life,0
bonus-go19.ru,0
c64go868tmsauyei79nst.ru,1
now-dns.net,0
casino2023bonus-play.ru,0
uf3k86.ru,0
ubij.mc,0
65supercatcasino.com,0
angvfkco6g4s.ru,1
kdm26.ru,0
b7x6ig71zwhsu0avlkcppww.ru,1
e63bv.mx,0
kaqvr040uazr3.top,1
pabc7jujqkzsrwz.ru,1
eqti0sl.com,1
violinmaster.ru,0
hfvsu.com,1
adm-nk.ru,0
txfypp5p.com,1
dixoncom.com,0
diabetesresearch.org,0
iz-sklada.ru,0
ik41m32afm8jy3.ru,1
bestdirection.net,0
evbddjxe.com.au,1
takeprofit.shop,0
xuyijepcws3bfb.ch,1
vuo615.ru,0
vitalityhealth.uk,0
asbu.edu.tr,0
ggrg9yyifp0auloc2r9.tech,1
j-uveginbvmk8m6.com,1
vvmatlxsjqy.su,1
yvobypbqd.ru,1
sibmotor.su,0
g72dgid.ru,0
bzafohdki7hk.ru,1
zduhyho.ru,1
ej31jzz-jqc.ru,1
nts-k.ru,0
admiral-casino-game.net.ru,0
aziyamebel.ru,0
smgrf.ru,0
n074ulktkv62znaz.com,1
oveg.ru,0
blueplanet.social,0
hyr1lmccpa9x.ru,1
f18870dk2.ru,0
mq35qia.org,0
olhcc1iwk8crhdyxkc.ru,1
wek.ru,0
qo5eiih2e.ru,1
cy2-ip2k.com,0
hotshemalestube.com,0
jp1880.de,0
vokxper.ru,0
zvxm6eeuimo.ru,1
mobilekeys.nl,0
xmzrdvxugfovx.com,1
home-sweet.ru,0
msktabakopt.ru,1
northernreflections.com,0
j3oaokyb6.ru,1
ur.ru,0
hnhtb1.tw,0
tq1hnt8dbvh.com.co,1
kanr.info,0
ijyjcth.ru,1
vakuumnyy-stimulyator.ru,0
jkimpsmkserpz.ru,1
bwqhbrl.eu,1
r5hbaetu7.com,0
tej3wdshp9ny.ru,1
utqmbgxk1sv.com,1
tzc67.ru,0
cimanow.online,0
fleshhole.com,0
mqhi1b1.ru,0
mrbit-casino-na-dengi.info,0
rutab24.ru,0
yeortd63ynx0augv.ru,1
startje.com,0
best-elektrolab.ru,0
envigo.com,0
cvraruge.ru,0
cyrisma.com,0
yp3wa240ktj.ru,1
portalvl.ru,0
dxvsiwcox.ru,1
irsecl.ru,0
f7gv-1yrabac.ru,0
hvf.ru,0
volnakazino-market2.ru,0
engineeringresurs.ru,0
desk5hue6q.com,1
f91v6najigkdmberd.ru,1
zjzscxin7.com,1
gioiebdaznfy2wt.xyz,1
mainstreamz.org,0
adwpl9q0g.com,1
u2zuf24q6plb.ru,1
grammatika-rus.ru,0
crazy-x.com,0
betwinner-instruction.ru,0
vavada1980.ru,0
smia5axh.ru,0
gckgine-bvov.ru,0
alco-gift69.ru,0
pravovik24.ru,0
mosautoshina.ru,0
redarrowonline.com,0
greenmc.fun,0
vavada-nw.ru,0
volnacazinotopslots4.ru,0
qqjar.ru,0
nxkklpszt.online,1
ualbddgf.com,1
apjm0j98y-8.ru,0
slotsx-casino.ru,0
hsqsknfpzddnsx.ru,1
fidempars.ru,0
qourp-w.com.br,0
pinup-kaz-adminpronsk.ru,0
ylkvjn.de,1
contentfries.com,0
ubcnq2itkgewcig.ru,1
rwcpulse.com,1
dvngz3iji32os.ru,1
sturm-military.ru,1
crownmediadev.com,0
uwvqkd.ru,1
stomatega.ru,0
ynaija.com,0
burjuy-tour.ru,0
thepearlsource.com,0
aolesawojx4se5g.ru,1
a5zoz4vti.org,1
wngogz0nmh.net,1
mzkghafphtdanezusvo.ru,1
caracal.club,0
rq23ros6nopum29nalzyy-v.ru,1
iglyrazuma.ru,0
betunlim-cazino.ru,0
soulradio.nl,0
warnerbros.fr,0
zs6nipmdf.ru,1
1xbethelp.ru,0
b37m.ru,0
dittohire.com,0
q43ct1iei32q62.ru,1
pinup-ru-17.ru,0
eo1k9wvp.ru,1
xter5hjofrbz.com,1
wqbnmch1qh3rjd.com,1
na-avto-srochno-prava-online.ru,0
rabbitmedia.ru,0
wtndoa1y.ru,0
b7aeynwz.ru,1
xt0tkhcm7oyeg.com.mx,1
kaleandme.de,0
b73a013kg.com,1
gl7qj1kwfelru.ru,1
vamwx4xl.com.au,1
bolaodasorteac.com,0
event-bls.ru,0
s9iry97o.com,0
udunnode.com,0
shenghaiautoparts.com,0
theasianparent.com,1
2generic-2generic.ru,0
u7jgpc.com,0
phantoms-game.monster,0
freshcasinomygame.ru,0
ezcasino14.ru,0
ria888.ru,0
zi8scoy6h7tuual.ru,1
debtv.ru,0
xhlxtawxjppacj.ru,1
advokat-balakin.ru,0
ikhm3roj7hbc9ezxd.com,1
playsector.ru,0
proboprints.com,0
ofyv-a55bq0fvz08s6i.ru,1
l41uz.ru,0
k0ay831xwfjq95-.ru,1
pvm8.ru,0
bgb4frn5gjwvn4v.com,1
admraceway.ru,0
grtd1rr-4v5q.top,0
i-host.fr,0
sr9iabhon0.ru,0
idy6kxap5.ink,1
happyhope.ru,0
pa308.top,0
beward.ru,0
blackberry.com,0
ful27rc.ru,0
slots.com.ru,0
cbtbooks.ru,0
ty0wmriepgs.ru,1
pod.ru,0
doctor-10.ru,0
t1okfo5zug0l2g.com,1
levkc-xi3hhz.ru,0
proshkola18.ru,0
hn5.ru,0
lnv5tu5pa1kbsl.buzz,1
del-key.ru,0
s8afcgxhufuzr.ru,1
aluzlkrb.ru,1
p6fiiqkgd.com,1
pkmiac.ru,0
banjalucke-ljepotice.ru,0
kak2c.ru,0
bus-tickets.ru,0
efwae5yrpucpyd.ru,1
wd7eqac1bjxcnszu3ph3.com,1
medsi-premium.ru,0
b22vheny4j.com,0
emep4g.net,0
ywsgnbvir.ru,1
rzfanyi.com,0
pravchtenie.ru,0
mpdb8px.red,0
ik7xlie.ru,0
chargecloud.net,0
bf5q.com,0
tljjsn.xyz,1
utwu1vkab.ru,1
smart-dep.click,0
rolf-probeg.ru,1
iranapk.com,0
hanqnlvd.com,1
leonet.ru,0
ansira.net,0
erb3e.org,0
v8ql-ipn.ru,0
diskill.ru,0
ljsaq63o74m0p.ru,1
hnmaiji.com,0
tl4dvdfhywf.ru,1
f-tupnnntnyyj.ru,0
jdservice.ru,0
zabihah.com,0
m1s9bo2dv0.ru,0
legzo-casino30.ru,0
skupka24kirova.ru,1
kljqhhcdk-hjz5d7.ru,1
kudetabet98winbet.net,0
admiralx-btc.ru,0
vip-pestovo.ru,0
volnacasino-fest14.ru,0
hxfroznwinld6yd.com,1
truba-rf.ru,0
ucx1e33bt.ru,1
apteka8.ru,0
yvf9glebl8o2m.ru,1
ehu9778r9lq.ru,1
vnptigate.vn,0
fty.it,0
nettruyen.dev,0
yanadobrynina.ru,0
felixundhannes.de,0
jittawealth.com,0
kglk9p3xp.me,1
vboedsbtlvdky.com,1
qjx8025i.bond,0
tawholesalellc.com,0
catcasinoplaerb7x7.ru,0
j86utg.com,0
sk-kino.com,0
w-5c7y323.network,0
cf9ufkupamkfdln.ru,1
zd2ghzgbo.ru,1
xcbnv1ldsdfabr.ru,1
ps-phk3r-lfx.com,0
womanstyle.ru,0
netoneto.co.il,0
themodernman.com,0
nt5mv8dark5xe.ru,1
jnsy1qdna.ru,1
mvj19f.com,0
kc6iczy7c4z.ru,1
mxunitymx.com,1
be2rhw7p.ru,0
h0plhq-4p.com,0
ofqm9zd.ru,1
visagehall.ru,0
nxbmjptahg.com,1
firehero.org,0
lqoraojuv44.com,1
shoowbiz.ru,0
kqwj.ru,0
ls27euvkbtli-xh.com,0
qpvqwohgohlgo.com,1
k0xn2r73nt.ru,0
e6cu1f9.ru,0
freshcasino-often13.ru,0
q6perzdrqpsd.info,1
tatneft.ru,0
v8fh0oenaq0o6by.ru,1
c8ow9eq3d4jv.ru,1
d6fi24m.net,0
ckp2q3tbp.com,1
ujs-jq5f3he7.com,0
cse5q.com,0
emperorcasino.ru,0
mfmmbzkpchgl.com,1
fviujrp8cue.ru,1
zlibrary-vn.se,0
coriaweb.red,0
pmpx.de,0
routine.co,0
nethad.io,0
prp.ru,0
kupkcalu.ru,1
dengi-vdolg-yakutsk.ru,0
new-retail.ru,0
nvegxmtasvjq.ru,1
dotzqv710zxwellzxsl553.de,1
grixvrh.com,0
o2agu3sq2na.ru,1
easyselling.ru,0
fi9k1rkjmgmtr.ru,1
qeglo.casino,0
bonus-go29.ru,0
bluechiptt.net,0
1xslots-ea13.top,0
b828abbe0-y2.top,0
adiantek.ovh,0
nnc1jtky19upvyk.com,1
djplomd-71.ru,0
cancernetwork.com,0
m-wsblq.ru,0
tfihp3fchzpkxa.ru,1
1-win-official-cazinos.net.ru,0
banquetchicken.com,0
777-azino777.com,0
epassion.space,0
dyd8o4r4czq.ru,1
whzf0fxih.net,1
vj8zx4d3d.ru,1
npbgzpe1.ru,0
fclm.ru,0
zz8wzhr1etwiunkdn.com,1
z5wtw7in7tq4g.com,1
fs-2w-s8k.com,0
cnywpnhyd.ru,1
myworkdaypay.com,0
japex.ru,0
jh4qcshmngvjtgl.ae,1
akibank.ru,0
j3itroaoyv.net,1
svss4r.com,0
f6antytqkhkbabzj.ru,1
skyzjnyizecoxty.ru,1
diplomw-v-samare.ru,0
hpvinfo.ru,0
hisky.aero,0
khfzz-u.com,0
masterori.ru,0
heh9apifc.net,1
zipsingles.com,0
olimp-casinox.ru,0
maxbet1993.ru,0
bhxacij9fgp.ru,1
aksioma-ekb.ru,0
jnftcb07c4.ru,1
a0yh.org,0
gk08tfi4ainxyz89.com,1
nxfioachxhle.ru,1
izzicasino-nash.ru,0
ecuxnnss9c4tquhst0puh.ru,1
modeles-de-cv.com,0
rljsn3euaqoj.com,1
uizc-vntd4qg-e2.ru,0
pghjaj5bys.ru,1
invest-xspace.com,0
diplomt-v-samare.ru,0
gusupz.com,0
lite-sell.ru,0
attractiontickets.com,0
wx4ckyfshwemcxm.ru,1
detskoe-menu.ru,0
slrafw4qtkvux.ru,1
zfgpu.ru,1
s-pipuqqb.ru,1
wmr37fheb.ru,0
akvabanka.ru,0
cubebrush.co,0
te8hn.ru,0
f8lqkwf.ru,1
clearxchange.com,0
bfhyavpddu.ru,1
rgflcihnpllrw3kddrrr.ru,1
tastyworks.com,0
marine-immune.com,0
fgawcwfiyosht.ru,1
melbett1.ru,0
dje5-etq.com,0
hudsonreporter.com,0
fff12fff.ru,0
avtograf70.ru,0
kbvf.ru,0
ffzycdn8.com,1
ip-54-39-131.net,0
ajoyib.net,0
bbirphsztlwx.ru,1
kupi-tut-prava.ru,0
wxkhy.ru,0
mynewsdesk.dev,0
l8yp6oq2s.biz,1
medvedev.ru,0
dokterbob.net,0
intermag33.ru,0
p8537ymoy7tb.ru,1
haznlpvukclluwn.ru,1
jz9wgiffj.ru,0
k8ufj8mj4gij0mlp.ru,1
jmf2yiml.ru,1
ki9eq8ejlmwu9b.ru,1
totalexposure.com,0
xowowz.ru,1
liangyuandian1.top,0
medic-infors.ru,0
down61.com,0
xqfg1sjsnz0txyjbzvu.buzz,1
fnmw6sgl.ru,1
oovwkslru.ru,1
accountantips.com,0
rcdhlzilaw3uysho4gc.ru,1
volgodonmebel.ru,0
popularup.com,0
lazada.com,0
qodyr0.ru,0
ovisah.ru,0
darkwebs.ru,0
online-vavada2023.ru,0
pmpediatrics.com,0
d8wa7rwudkg.ru,1
zfedhhf8enky.ru,1
solcasino-vrem-g.top,0
henrihome.com,0
prava-progress.ru,0
platinum-official-vulkan.ru,0
f6xqh3ge0a2zqwqsw.by,1
cbrpay.ru,0
xeppji4occf.com,1
casino-x-bonus777.ru,0
wvy1e.ca,0
c-4zrbi85-btp.cl,0
awpywpz6.ru,1
yynx.ru,1
volnacasino-matte1.ru,0
engamiese.cyou,1
booi-casino32.ru,0
tolyatty.ru,0
bonuscred.com.br,0
iogurcpeccm.top,1
denutility.com,0
hcm4o7z0scir2.ru,1
mk-mari.ru,0
dvb0h.ru,0
pokerdom121g.ru,0
zrf2tavvqh.ru,1
ciawifi.ru,0
pufiqmpbnw.org,1
just-live.ru,0
ivyrtyhfyhir8qx.ru,1
skyscanner.com.sa,0
vpp0oo.ru,0
resources-prava-vse.ru,0
sohorsys.fr,0
ugeen.live,0
modesettravaux.fr,0
jvkajgx.ru,1
redpoints.com,0
rbnt.org,0
motormac.com.br,0
yarskgrad.ru,0
becker-minheim.de,0
sp41neshf.ru,0
hotzincmet.ru,0
ghadimihaa.top,0
roxcasino1250.com,0
iachrkmqgoo2a.ru,1
1hmm.ru,0
billsoft.eu,0
hepuajp.vip,0
aa9mhjrriuly2u.com,1
1xbet-ert16.top,0
aaabcgcbhcpw.com,1
e4ad0pqgjzm3y-6d8d.com.br,1
jcdn.ru,0
vrachirf.ru,0
naavtoprava-ekspress.ru,0
rlzhuzcwxfxyh8.ru,1
xcentric.com,0
stories.sc,0
aspick.bio,0
joycasino-17s.top,0
motion.com,0
hspckajg.ru,1
diplomg-34.ru,0
finder.fi,0
uprm3zfixznq.com,1
dntjdqhe.org,1
rutracker0.org,0
d3vw-i.com,0
lyl5paeb.com,0
multifoto.ru,0
first-trade.ru,0
mm2fny9vamr.ru,0
ussrgnsydzocnfdt.ru,1
biggercity.com,0
momavo.com,0
qmnva-mkm.ir,0
admiralx-eeo.ru,0
vhw0jqqjzkbsbrdngbl-.ru,1
kquwfynz.ru,1
szcloudone.com,0
pin-up7771.ru,0
joy-pm1000.ru,0
rhhvf5l.com,1
vngcloud.vn,0
waybetterdev.com,0
intelsc.ru,0
nlhhjnpi.ru,1
oggp4ibyxz.cn,1
vxjtynbid5lrze1.ru,1
smusou-sp.com,0
amtzpczael3.ru,0
solcasino-1000.ru,0
skynetweb.com.br,0
k1bumpg90.ru,0
selena55.ru,0
gto.ru,0
thbrew88h0pvh.net,1
zickxamo.ru,1
prostor46.ru,0
rxo0pc.ch,0
homeloanserv.com,0
gvaq70s7he.ru,1
fbmgyrgdsnhs.ru,1
1xbet-83668.top,0
laemmle.com,0
nationalhighwaysafetyadministration.com,1
ukhdbabvvuh6p.ru,1
zashloan.com,0
r-obmen.ru,0
no31qpbc.com,0
m8pjp5hkr.ru,1
tnamra973osrc.ru,0
ce6oims.ru,0
mitropolia-spb.ru,0
mkrxpp8.ru,1
gulf.ca,0
nzgmdsmotj6-.ru,0
t55d.ru,0
cvus5x9.ru,0
cdq5mt.ru,1
pxnwnzlj.xyz,1
uhbdmp.ru,1
wlyqrbh.ru,1
1xslots-best490.ru,0
u9a.ru,0
dnvidov.ru,0
l07sh.io,0
rhzo-ghe1k4.ru,0
dgl.ru,0
elabuga-rt.ru,0
kdtapglu.com,1
eminers605.ru,0
yceoiqncrgun.com,1
talkfurther.com,0
hrxeiicp0k.ru,1
ubk4tyi1x2rz6.com,1
oqsckjkvh.com,1
ve4e.com.ar,0
nrdqxrmihy9.com,1
ammoland.com,0
c37h84g8hqh.ru,1
zs2gz808ywfp.ru,1
gig-torrent.ru,0
spininternal.com,0
pinup-playgame.ru,0
salam-aleikum.ru,0
senid.ru,0
sdbihjiisoph6vekeeevlwlk-w.ru,1
visitiq.io,0
ia4esi4dhprvzv.com,1
us-twuym-lg.cam,0
mupsgksk.ru,1
yestechie.com,0
inspuryuncdn.cn,0
arcamaxdaily.com,0
1win-stavki-prilozhenie.fun,0
okmarket.ru,0
srbuff.uk,0
ep6pkcwwpu2.com.au,1
rbpei.ru,0
radiance.fr,0
jv5bzxwe.net,0
uhcxp9ov.ru,1
wljzh3ejt.ru,1
eyjz0hp48.com,1
heateor.com,1
s3e3vctys.io,0
pxexkuoge.zone,1
163.com,0
abes6lp.com,0
grundsteuer.de,0
fgjfghkk.club,1
nw3cailfa7tcoo.ru,1
vw.fi,0
u9a9t.win,0
vqrudrmc.net,1
mobilesearchers.com,0
mostbet-wyp4.top,0
casinovavadaof.ru,0
l5gctp.ru,0
incraft.org,0
diyelectronics.ru,0
ewwcxygsk1tpt-.ru,1
karneeva.online,0
top-career.ru,0
starplaybr.online,0
bankofthewest.com,0
p2tbjms85klr.club,1
nw-4ndljnrbm.net,0
f53pqe49d.rs,1
rbanmcphia.com,0
fijs6.com,0
citykompaniet.se,0
wy4-qicanjocw.ru,0
businesobraz.one,0
ttcu.com,0
gan-compliance.com,0
qvj43bbo5z7psdpxhhcrl.net,1
vo3lhtvqm.ru,1
vavadacasinolive.ru,0
wlfc.vip,0
tuabbveg0cih9r.ru,1
xepdcsycvmkuaj7ilu.ru,1
albirex.co.jp,0
pyrkcakdi.top,1
dashasender.ru,0
yoarzsvdxsytui-.ru,0
egoqem8j1rlijxrhk8.ru,1
yvrhwzdlrqmtil.it,1
xxxindiantubes.com,0
tl5lvhrsvt.ru,1
iz5a4zbry6.ru,1
oasisopt.ru,0
dfa0gjifq7exha.ru,1
p0du7q9j.com,1
smma.com,0
mrp2fuxo.com,0
tgvz8l.com,0
g4d8c05.com,0
inhabit.com.au,0
ijo7651arrdscfz7q.space,1
amazonsalesforce.com,0
vulkan-deluxe-zerkalo.org.ru,0
iurouyn-v.ru,0
rsl5kieebwhvndig.ru,1
jpwhrscqspc99li.ru,1
yfh49llq8h.top,1
deritron.ru,0
hotpleer.ru,0
fcxa-tcqx.com,0
r2dybhf-yuvebx.com,1
d-maerket.dk,0
monobar.ru,0
e9-gnt6l.com,0
izxja.com,1
krum-news24.ru,0
w3spgc.ru,0
vqzokze.com,1
kotutos1wqmchwvg.com,1
rsedo0ybzwo70w.ru,1
ioctunvm.ru,0
thinkurapp1.com,0
solcasino-wear8.top,0
uvlnxu218siuqd.ru,1
parketline-nn.ru,0
oeihefoeaboeubfuo.ru,1
gju5.ru,0
riastrela.ru,0
ighvpv1wyz2.ru,1
sevsu.ru,0
d589qwjubyl7ve.ru,1
xefo58u1m.ru,1
jurmalainvest.ru,0
enclosedre.biz,0
tp3zapdqayxuo.ru,1
b7gq1rccuj.fun,1
v6lmc.ru,0
klubmama.ru,0
km-xd7.ru,0
ypqjgzwpauy8b2sldzfhylnf0opj.ru,1
hgdbhmmedus-g.com,0
narfu.ru,0
ken7ttxots0okwa.ru,1
wseries.ru,0
elrufainewsmagazine.com,0
jx7j2h3g.ru,0
clubnika-kasino9.ru,0
hz1ve.ru,0
wesbos.com,0
igm2u9u.icu,0
m9q892030z.be,0
azino777-mo21.ru,0
yabloko-altai.ru,0
star-pro.ru,0
rnk.ru,0
riobetcasino-official3.ru,0
ibsp.ru,0
parat.swiss,0
tseljizni.ru,0
vqgemnykgfnt3pk.ru,1
exuxuburan-miniravuhood-exosoxen.info,1
irmcrau.cn,0
objykacus.com,0
gdsdxq.com,1
snoat54wve9h.ru,0
777-azino777.ru,0
lwda7nx-b.cn,0
igrttilzhbmhwx.ru,1
andebolporto.pt,0
hvunoj-ac22ms1-.ru,0
vp22ray.site,0
woetrxjzdr7zceknh8is.ru,1
zhuzaocloud.com,0
omniwan.io,0
qjdv3iz.ru,1
peer-stream.com,0
bj1-yfet.ru,0
xjxcoin.net,0
qbl-6hv9.hu,0
xy39eaqbz9cgh-2ist7.ru,1
teamoncloud.com,0
crazygames.ru,0
s5ckzq.co.uk,0
oculus.ru,0
x54aji0ned44yg.ru,1
cornwall-insight.com,0
stroitnado.ru,0
egdemo.info,1
r4xrrm2tsifo0.com,1
wxml2f-h.ru,0
livecasinorank-zm.com,0
varoditel.ru,0
ooshnovosel.ru,0
pokerdomcasinos.ru,0
pornonaracha.com,0
xsspic.com,0
riobet-gamecasino.ru,0
h81vng5iija.ru,1
1xbet5450.ru,0
t8ohrybqgw62jro.com,1
jlbet99.com,0
n53veaaxyrhto8t9b3.com.br,1
djplomw-v-yaroslavle.ru,0
raut.ru,0
nmp.ag,0
fkfd.ru,0
parfum-lider.ru,0
venturer89.xyz,0
fizprofil.ru,0
rechargecdn.com,0
signoz.io,0
zts1u702gk.com,1
e3-vxemr0hnbcjgr.ru,0
sn94jdytoqc.net,1
myschool.edu.ru,0
a1payments.com,0
onanismkit.com,0
oj7bex9tmwba.com,1
don24.ru,0
matyashkurs.ru,0
bagra.ru,0
rosnet.ru,0
russianflower.ru,0
englishappz.uk,0
vavada-y0.ru,0
vdomela.com,0
gamedev.tv,0
nexgolf.fi,0
fdogcd1.ru,0
rhqpblnbsi.ru,1
f9wwxd.cz,0
digifinex.io,0
sipyfzey.com,0
z1ad8bjvrx0ftjcwnev9.com,1
nobilis-tm.ru,0
p7r92m4ljeh0mq9.ru,1
ypvol.ru,1
textomir.ru,0
gourmet-shop.ru,0
asorin.ru,0
kmtx19grgfu-k.ru,0
ixct.ru,0
rhtudwjpnyujwz3-.ru,1
tungee.com,0
bebbinqjrf.ru,1
vlk777pro4.com.ru,0
b-ufx9dys.ru,0
3618med.com,0
rtybsl.ru,1
sdgicpxnm.lt,1
hkqolw.info,1
servisy-prava-online.ru,0
x1o4uri4nc0lii1-.ru,0
zgljrq.biz,1
myazhajsvi2zsbzbw.ru,1
formula-sevremonta.ru,0
websvarka.ru,0
6w9hps.com,0
inw3dsnnih.ru,1
brustor.com,0
henderson.ru,0
dragonmoney-ofcl.ru,0
winny.com,0
uf0pou7gjs69hapcq.ru,1
vd5ibde.com,0
cmy-7pcfb8xxck.ru,0
egx1vyb-b3qx.de,1
djsan.ru,0
rlomiigv3r9.info,0
clkkr8iozhpixyjfwtiu5glxxvdg0h.info,1
ili3io4wzv.xyz,1
stardacasino-tel.ru,0
xzbcr27h.it,1
liveoverture.com,0
quantumadblocker.com,0
sciencenumber.me,0
hnm0pdxh4wfom.ru,1
tvaovivogratis.net,0
ccvw2wjqe2rm5o1.com,1
rwtsccy.com,1
igi6cn6cvtdxerqf.ru,1
sexopus.ru,0
blackname.biz,0
tcwlrx--.ru,0
jdxp1igrhi.com,1
kupxjxgvt.ru,1
legzo12.ru,0
e-dag.ru,0
eldoradocasinowin.ru,0
iux.dev,0
nbsamara.net,0
llfbdxc.ru,1
t30c6o88o2loza.ru,1
eparhia.ru,0
fbrwizghf9u.ru,1
chwtxmtuvpja.ru,1
alco-magazin4.ru,0
htbglxuej.ru,1
oldbotsman.ru,0
vsegdavkusno.ru,1
club2114.ru,0
n3ycahikkoiwg.top,1
shopeichlers.com,0
ev3x2xyy.ru,0
jrhp9h5g0.info,1
jd0d3e.ru,0
yxmmzir7o.com,1
ronet.de,0
alkomir72-38.ru,0
zshle5bq3acg.ru,1
internet01.ru,0
xfp68ldp.ru,0
lxeorth.ru,1
b2.link,0
ftl1mtqsfehp4v.ru,1
yukibio.com,0
mlkacyb.ru,1
digitalcourage.de,0
catalogz.ru,0
b3wcl7hwvh9.online,1
qzq0xlufvwnf2.com,1
cxv.edu.vn,0
iroam.gr,0
n7wf7jc707j5gois4.org,1
sphealth.com.au,0
it-here.ru,0
zagadki24.ru,0
zbg4sk6xknyrqaid.ru,1
hotmail.co.jp,0
fhuluxrhwui.ru,1
proplayai.com,0
abm.ca,0
xatab-repacks.ru,0
j-3ca60dz2a.ru,0
skpari.ru,0
t7qt4ms1.com,0
azino777-0035.ru,0
gnn9klbrbkf.ru,1
qzh3qgeas8bcf.com.mx,1
manners.nl,0
qfapi.com,0
universe.wf,0
ka59wp7e3wtjokbp.eu,1
xctp57t.ru,0
redstatelegacy.com,0
wlq6kjnnyltjyz.ru,1
hiwager.org,0
hotepno.com,0
russneft.ru,0
oyzp-cqddsa.online,0
chacha.com,0
ob-g34svl.com,0
riontos.ru,0
pinupslotsonline.ru,0
eu-qst7vzh4jdufpy4lbz.ru,0
logobaker.ru,0
e8--a.com,0
himki-grand009.ru,0
1xbet-creative403.ru,0
maxbet7.online,0
mxcfilm.ru,0
musicdays.ir,0
cetsi.fr,0
vssdrp7.com,0
hupqdnxmjbx.ru,1
barlane.ru,0
eekv4eogaig7pgc0.com,1
tb87o.ru,0
dz97non0.ru,0
4check-you.ru,0
p50ivo0o.com,1
cofense-triage.com,0
alcobar-24-8.ru,0
sa.ru,0
fv7ggh39eqauguxif.ru,1
ibeejlrulitc.ru,0
udcgbjftbflfrlq.ru,1
u97bq1gv92pr.ru,1
ovmgc5kwe1wgyc.ru,1
ciu20.org,0
spubtddsfpthh92r0m.ru,1
vymumswd2q0s.ru,1
oaa.co.th,0
husainstudio.com,0
j9kzppbbfpw0e.click,1
bsh-aws.com,0
